JI filter 16
1.373655634	16.07678893
0.7577082965	15.71273001
-0.4311545228	14.91685679
1.519935324	16.19923483
1.566570418	16.26727548
2.148966430	16.49346583
1.285966247	16.03651575
1.926201081	16.40141993
2.879682265	16.81161288
2.979810337	16.57542459
0.4610066263	15.46803647
2.068856113	16.46895632
0.8235048436	15.62572962
1.671835478	16.18427227
0.7035938192	15.56406626
0.7762925574	15.72530887
JB filter 21
0.09795458738	16.10208938
0.4650112330	16.13705208
1.905684482	14.88366523
1.296713770	15.48459548
1.364862929	15.41491010
1.036609049	15.60145192
0.8477853371	15.80013381
0.9254468570	15.76242506
0.9164976932	15.73912096
0.3415713905	16.05218288
0.3776695561	16.16892385
2.307251422	14.47388195
0.4468195403	16.06489967
0.1626191052	16.16983154
0.1636447244	16.14028876
0.1240162155	16.13098141
2.295685956	14.63345102
2.118788681	14.62921244
0.1174607421	16.19590605
0.5876003245	16.08304429
0.6917660362	15.95669183
