430_2.fits	0.04457617892680861
428_2.fits	0.003502196184550275
427_2.fits	0.0062049824249247295
426_2.fits	0.005317196093151629
425_2.fits	0.014339058381044417
424_2.fits	0.09458451490011524
423_2.fits	0.057289532842773064
422_2.fits	0.09117055128138475
421_2.fits	0.10156346588669049
419_2.fits	0.04068566990135152
418_2.fits	0.0017008238809170493
417_2.fits	0.03328873491685243
416_2.fits	0.019108765197780177
415_2.fits	0.028295895981108637
414_2.fits	0.04125215941831155
413_2.fits	0.03280069990641375
412_2.fits	0.11136774158666198
411_2.fits	0.11432345725755966
410_2.fits	0.022355264262939337
409_2.fits	0.036808139864076266
405_2.fits	0.04221480463688981
404_2.fits	0.0023614423149498336
403_2.fits	0.08843711487174477
402_2.fits	0.023188471975168747
401_2.fits	0.04664786024724558
400_2.fits	0.004017944243932831
399_2.fits	0.04980978200565224
398_2.fits	0.059317838627314996
397_2.fits	0.034218233406944576
396_2.fits	0.03775603954587383
395_2.fits	0.03583424343848656
394_2.fits	0.09184806208124704
393_2.fits	0.08113198371262435
392_2.fits	0.013745608509494026
391_2.fits	0.021720025535839755
390_2.fits	0.014436177026459284
389_2.fits	0.0247268223980006
